,StateDesc,Short_Question_Text,Measure,StateAbbr,TotalNumber,ESTIMATESBASE2020
808,New Mexico,Arthritis,Arthritis among adults aged >=18 years,NM,736222.0,2117522
809,New Mexico,Binge Drinking,Binge drinking among adults aged >=18 years,NM,483994.0,2117522
810,New Mexico,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,NM,191147.0,2117522
811,New Mexico,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,NM,185813.0,2117522
812,New Mexico,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,NM,2761147.0,2117522
813,New Mexico,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,NM,105696.0,2117522
814,New Mexico,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",NM,2162467.0,2117522
815,New Mexico,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",NM,1415216.0,2117522
816,New Mexico,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",NM,1134611.0,2117522
817,New Mexico,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,NM,195723.0,2117522
818,New Mexico,Current Asthma,Current asthma among adults aged >=18 years,NM,346252.0,2117522
819,New Mexico,Current Smoking,Current smoking among adults aged >=18 years,NM,565399.0,2117522
820,New Mexico,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,NM,2113164.0,2117522
821,New Mexico,Depression,Depression among adults aged >=18 years,NM,667104.0,2117522
822,New Mexico,Diabetes,Diagnosed diabetes among adults aged >=18 years,NM,375652.0,2117522
823,New Mexico,General Health,Fair or poor self-rated health status among adults aged >=18 years,NM,523496.0,2117522
824,New Mexico,Health Insurance,Current lack of health insurance among adults aged 18-64 years,NM,487891.0,2117522
825,New Mexico,Mammography,Mammography use among women aged 50-74 years,NM,2361202.0,2117522
826,New Mexico,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,NM,498337.0,2117522
827,New Mexico,Obesity,Obesity among adults aged >=18 years,NM,1004763.0,2117522
828,New Mexico,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,NM,365416.0,2117522
829,New Mexico,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,NM,751487.0,2117522
830,New Mexico,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,NM,1101282.0,2117522
831,New Mexico,Stroke,Stroke among adults aged >=18 years,NM,101586.0,2117522
832,New York,All Teeth Lost,All teeth lost among adults aged >=65 years,NY,4189792.0,20201249
833,New York,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,NY,24039306.0,20201249
834,New York,Arthritis,Arthritis among adults aged >=18 years,NY,5872570.0,20201249
835,New York,Binge Drinking,Binge drinking among adults aged >=18 years,NY,5034556.0,20201249
836,New York,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,NY,1714078.0,20201249
837,New York,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,NY,1742443.0,20201249
838,New York,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,NY,25761456.0,20201249
839,New York,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,NY,878327.0,20201249
840,New York,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",NY,22674467.0,20201249
841,New York,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",NY,11252172.0,20201249
842,New York,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",NY,10096421.0,20201249
843,New York,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,NY,1635900.0,20201249
844,New York,Current Asthma,Current asthma among adults aged >=18 years,NY,3061032.0,20201249
845,New York,Current Smoking,Current smoking among adults aged >=18 years,NY,4560299.0,20201249
846,New York,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,NY,19394300.0,20201249
847,New York,Depression,Depression among adults aged >=18 years,NY,5553339.0,20201249
848,New York,Diabetes,Diagnosed diabetes among adults aged >=18 years,NY,3020041.0,20201249
849,New York,General Health,Fair or poor self-rated health status among adults aged >=18 years,NY,4150833.0,20201249
850,New York,Health Insurance,Current lack of health insurance among adults aged 18-64 years,NY,4588170.0,20201249
851,New York,Mammography,Mammography use among women aged 50-74 years,NY,23978147.0,20201249
852,New York,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,NY,4339658.0,20201249
853,New York,Obesity,Obesity among adults aged >=18 years,NY,8240825.0,20201249
854,New York,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,NY,2851796.0,20201249
855,New York,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,NY,8026896.0,20201249
856,New York,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,NY,10794445.0,20201249
857,New York,Stroke,Stroke among adults aged >=18 years,NY,879452.0,20201249
858,North Carolina,All Teeth Lost,All teeth lost among adults aged >=65 years,NC,80537.0,10439388
859,North Carolina,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,NC,447888.0,10439388
860,North Carolina,Arthritis,Arthritis among adults aged >=18 years,NC,169032.0,10439388
861,North Carolina,Binge Drinking,Binge drinking among adults aged >=18 years,NC,79633.0,10439388
862,North Carolina,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,NC,31172.0,10439388
863,North Carolina,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,NC,38245.0,10439388
864,North Carolina,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,NC,503421.0,10439388
865,North Carolina,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,NC,16267.0,10439388
866,North Carolina,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",NC,384946.0,10439388
867,North Carolina,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",NC,283323.0,10439388
868,North Carolina,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",NC,231973.0,10439388
869,North Carolina,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,NC,25362.0,10439388
870,North Carolina,Current Asthma,Current asthma among adults aged >=18 years,NC,50745.0,10439388
871,North Carolina,Current Smoking,Current smoking among adults aged >=18 years,NC,91518.0,10439388
872,North Carolina,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,NC,382701.0,10439388
873,North Carolina,Depression,Depression among adults aged >=18 years,NC,138683.0,10439388
874,North Carolina,Diabetes,Diagnosed diabetes among adults aged >=18 years,NC,46288.0,10439388
875,North Carolina,General Health,Fair or poor self-rated health status among adults aged >=18 years,NC,72312.0,10439388
876,North Carolina,Health Insurance,Current lack of health insurance among adults aged 18-64 years,NC,100309.0,10439388
877,North Carolina,Mammography,Mammography use among women aged 50-74 years,NC,453542.0,10439388
878,North Carolina,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,NC,71821.0,10439388
879,North Carolina,Obesity,Obesity among adults aged >=18 years,NC,221068.0,10439388
880,North Carolina,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,NC,56376.0,10439388
881,North Carolina,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,NC,115487.0,10439388
882,North Carolina,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,NC,166742.0,10439388
883,North Carolina,Stroke,Stroke among adults aged >=18 years,NC,40983.0,10439388
884,North Dakota,Arthritis,Arthritis among adults aged >=18 years,ND,214.0,779094
885,North Dakota,Depression,Depression among adults aged >=18 years,ND,263.0,779094
886,North Dakota,Diabetes,Diagnosed diabetes among adults aged >=18 years,ND,107.0,779094
887,North Dakota,Mammography,Mammography use among women aged 50-74 years,ND,39.0,779094
888,North Dakota,Obesity,Obesity among adults aged >=18 years,ND,443.0,779094
889,North Dakota,Stroke,Stroke among adults aged >=18 years,ND,253.0,779094
890,Ohio,All Teeth Lost,All teeth lost among adults aged >=65 years,OH,54.0,11799448
891,Ohio,Arthritis,Arthritis among adults aged >=18 years,OH,17684.0,11799448
892,Ohio,Binge Drinking,Binge drinking among adults aged >=18 years,OH,3597.0,11799448
893,Ohio,Current Asthma,Current asthma among adults aged >=18 years,OH,264.0,11799448
894,Ohio,Depression,Depression among adults aged >=18 years,OH,4341.0,11799448
895,Ohio,Diabetes,Diagnosed diabetes among adults aged >=18 years,OH,912.0,11799448
896,Ohio,Mammography,Mammography use among women aged 50-74 years,OH,8413.0,11799448
897,Ohio,Obesity,Obesity among adults aged >=18 years,OH,4685.0,11799448
898,Ohio,Stroke,Stroke among adults aged >=18 years,OH,3845.0,11799448
899,Oklahoma,All Teeth Lost,All teeth lost among adults aged >=65 years,OK,852.0,3959353
900,Oklahoma,Arthritis,Arthritis among adults aged >=18 years,OK,1836.0,3959353
901,Oklahoma,Current Asthma,Current asthma among adults aged >=18 years,OK,789.0,3959353
902,Oklahoma,Depression,Depression among adults aged >=18 years,OK,348.0,3959353
903,Oklahoma,Diabetes,Diagnosed diabetes among adults aged >=18 years,OK,478.0,3959353
904,Oklahoma,Mammography,Mammography use among women aged 50-74 years,OK,3647.0,3959353
905,Oklahoma,Obesity,Obesity among adults aged >=18 years,OK,8432.0,3959353
906,Oklahoma,Stroke,Stroke among adults aged >=18 years,OK,691.0,3959353
907,Oregon,Arthritis,Arthritis among adults aged >=18 years,OR,3207.0,4237256
908,Oregon,Current Asthma,Current asthma among adults aged >=18 years,OR,910.0,4237256
909,Oregon,Depression,Depression among adults aged >=18 years,OR,5983.0,4237256
910,Oregon,Obesity,Obesity among adults aged >=18 years,OR,3643.0,4237256
911,Oregon,Stroke,Stroke among adults aged >=18 years,OR,5.0,4237256
912,Pennsylvania,All Teeth Lost,All teeth lost among adults aged >=65 years,PA,496.0,13002700
913,Pennsylvania,Arthritis,Arthritis among adults aged >=18 years,PA,15143.0,13002700
914,Pennsylvania,Current Asthma,Current asthma among adults aged >=18 years,PA,1351.0,13002700
915,Pennsylvania,Depression,Depression among adults aged >=18 years,PA,4067.0,13002700
916,Pennsylvania,Diabetes,Diagnosed diabetes among adults aged >=18 years,PA,4074.0,13002700
917,Pennsylvania,Mammography,Mammography use among women aged 50-74 years,PA,19977.0,13002700
918,Pennsylvania,Obesity,Obesity among adults aged >=18 years,PA,32540.0,13002700
919,Pennsylvania,Stroke,Stroke among adults aged >=18 years,PA,5264.0,13002700
920,Rhode Island,Stroke,Stroke among adults aged >=18 years,RI,15.0,1097379
921,South Carolina,Arthritis,Arthritis among adults aged >=18 years,SC,1409.0,5118425
922,South Carolina,Depression,Depression among adults aged >=18 years,SC,1983.0,5118425
923,South Carolina,Mammography,Mammography use among women aged 50-74 years,SC,17094.0,5118425
924,South Carolina,Obesity,Obesity among adults aged >=18 years,SC,10699.0,5118425
925,South Carolina,Stroke,Stroke among adults aged >=18 years,SC,2114.0,5118425
926,South Dakota,Arthritis,Arthritis among adults aged >=18 years,SD,620.0,886667
927,South Dakota,Depression,Depression among adults aged >=18 years,SD,207.0,886667
928,South Dakota,Diabetes,Diagnosed diabetes among adults aged >=18 years,SD,257.0,886667
929,South Dakota,Obesity,Obesity among adults aged >=18 years,SD,2406.0,886667
930,South Dakota,Stroke,Stroke among adults aged >=18 years,SD,141.0,886667
931,Tennessee,All Teeth Lost,All teeth lost among adults aged >=65 years,TN,57.0,6910840
932,Tennessee,Arthritis,Arthritis among adults aged >=18 years,TN,225.0,6910840
933,Tennessee,Current Asthma,Current asthma among adults aged >=18 years,TN,2700.0,6910840
934,Tennessee,Depression,Depression among adults aged >=18 years,TN,2116.0,6910840
935,Tennessee,Diabetes,Diagnosed diabetes among adults aged >=18 years,TN,496.0,6910840
936,Tennessee,Mammography,Mammography use among women aged 50-74 years,TN,6896.0,6910840
937,Tennessee,Obesity,Obesity among adults aged >=18 years,TN,269320.0,6910840
938,Tennessee,Stroke,Stroke among adults aged >=18 years,TN,975.0,6910840
939,Texas,All Teeth Lost,All teeth lost among adults aged >=65 years,TX,57.0,29145505
940,Texas,Arthritis,Arthritis among adults aged >=18 years,TX,10509.0,29145505
941,Texas,Binge Drinking,Binge drinking among adults aged >=18 years,TX,367.0,29145505
942,Texas,Current Asthma,Current asthma among adults aged >=18 years,TX,8056.0,29145505
943,Texas,Depression,Depression among adults aged >=18 years,TX,22781.0,29145505
944,Texas,Diabetes,Diagnosed diabetes among adults aged >=18 years,TX,843.0,29145505
945,Texas,Mammography,Mammography use among women aged 50-74 years,TX,8990.0,29145505
946,Texas,Obesity,Obesity among adults aged >=18 years,TX,8260.0,29145505
947,Texas,Stroke,Stroke among adults aged >=18 years,TX,4539.0,29145505
948,Utah,Arthritis,Arthritis among adults aged >=18 years,UT,18321.0,3271616
949,Utah,Depression,Depression among adults aged >=18 years,UT,2026.0,3271616
950,Utah,Stroke,Stroke among adults aged >=18 years,UT,761.0,3271616
951,Vermont,Arthritis,Arthritis among adults aged >=18 years,VT,110.0,643077
952,Vermont,Depression,Depression among adults aged >=18 years,VT,116.0,643077
953,Vermont,Diabetes,Diagnosed diabetes among adults aged >=18 years,VT,289.0,643077
954,Vermont,Stroke,Stroke among adults aged >=18 years,VT,279.0,643077
955,Virginia,All Teeth Lost,All teeth lost among adults aged >=65 years,VA,2507.0,8631393
956,Virginia,Arthritis,Arthritis among adults aged >=18 years,VA,5358.0,8631393
957,Virginia,Binge Drinking,Binge drinking among adults aged >=18 years,VA,813.0,8631393
958,Virginia,Current Asthma,Current asthma among adults aged >=18 years,VA,26.0,8631393
959,Virginia,Depression,Depression among adults aged >=18 years,VA,43071.0,8631393
960,Virginia,Diabetes,Diagnosed diabetes among adults aged >=18 years,VA,9122.0,8631393
961,Virginia,Mammography,Mammography use among women aged 50-74 years,VA,600.0,8631393
962,Virginia,Obesity,Obesity among adults aged >=18 years,VA,12107.0,8631393
963,Virginia,Stroke,Stroke among adults aged >=18 years,VA,1410.0,8631393
964,Washington,Arthritis,Arthritis among adults aged >=18 years,WA,4104.0,7705281
965,Washington,Depression,Depression among adults aged >=18 years,WA,5077.0,7705281
966,Washington,Diabetes,Diagnosed diabetes among adults aged >=18 years,WA,18855.0,7705281
967,Washington,Mammography,Mammography use among women aged 50-74 years,WA,75687.0,7705281
968,Washington,Obesity,Obesity among adults aged >=18 years,WA,4006.0,7705281
969,Washington,Stroke,Stroke among adults aged >=18 years,WA,1231.0,7705281
970,West Virginia,Arthritis,Arthritis among adults aged >=18 years,WV,585.0,1793716
971,West Virginia,Depression,Depression among adults aged >=18 years,WV,1019.0,1793716
972,West Virginia,Diabetes,Diagnosed diabetes among adults aged >=18 years,WV,1449.0,1793716
973,West Virginia,Mammography,Mammography use among women aged 50-74 years,WV,1477.0,1793716
974,West Virginia,Obesity,Obesity among adults aged >=18 years,WV,13024.0,1793716
975,West Virginia,Stroke,Stroke among adults aged >=18 years,WV,1869.0,1793716
976,Wisconsin,Arthritis,Arthritis among adults aged >=18 years,WI,5269.0,5893718
977,Wisconsin,Binge Drinking,Binge drinking among adults aged >=18 years,WI,337.0,5893718
978,Wisconsin,Current Asthma,Current asthma among adults aged >=18 years,WI,1028.0,5893718
979,Wisconsin,Depression,Depression among adults aged >=18 years,WI,5846.0,5893718
980,Wisconsin,Diabetes,Diagnosed diabetes among adults aged >=18 years,WI,3871.0,5893718
981,Wisconsin,Mammography,Mammography use among women aged 50-74 years,WI,8995.0,5893718
982,Wisconsin,Obesity,Obesity among adults aged >=18 years,WI,6728.0,5893718
983,Wisconsin,Stroke,Stroke among adults aged >=18 years,WI,3040.0,5893718
984,Wyoming,Arthritis,Arthritis among adults aged >=18 years,WY,88.0,576851
985,Wyoming,Binge Drinking,Binge drinking among adults aged >=18 years,WY,32.0,576851
986,Wyoming,Current Asthma,Current asthma among adults aged >=18 years,WY,44.0,576851
987,Wyoming,Depression,Depression among adults aged >=18 years,WY,332.0,576851
988,Wyoming,Obesity,Obesity among adults aged >=18 years,WY,124.0,576851
989,Wyoming,Stroke,Stroke among adults aged >=18 years,WY,99.0,576851
990,Puerto Rico,,,,,3285874
